event_id,user_id,event_timestamp,event_name,amount
329,79,2025-02-24 00:45:00,kyc_approved,
330,79,2025-02-24 22:45:00,first_deposit,8.36
331,79,2025-02-24 23:45:00,first_transaction,6.21
332,79,2025-03-30 23:45:00,repeat_transaction,14.8
333,80,2025-03-02 14:24:00,signup,
334,81,2025-03-26 15:08:00,signup,
335,81,2025-03-27 03:08:00,verification_completed,
336,81,2025-03-28 07:08:00,kyc_submitted,
337,81,2025-03-29 18:08:00,kyc_approved,
338,81,2025-03-31 01:08:00,first_deposit,23.64
339,81,2025-04-01 02:08:00,first_transaction,22.4
340,81,2025-04-06 02:08:00,repeat_transaction,32.18
342,81,2025-04-18 02:08:00,repeat_transaction,10.14
341,81,2025-04-20 02:08:00,repeat_transaction,10.98
343,81,2025-04-29 02:08:00,repeat_transaction,15.96
344,82,2025-02-09 20:26:00,signup,
345,82,2025-02-09 22:26:00,verification_completed,
346,82,2025-02-11 08:26:00,kyc_submitted,
347,82,2025-02-12 07:26:00,kyc_approved,
348,82,2025-02-16 21:26:00,first_deposit,32.11
349,82,2025-02-18 10:26:00,first_transaction,100.53
350,82,2025-03-14 10:26:00,repeat_transaction,47.01
352,82,2025-03-16 10:26:00,repeat_transaction,7.24
351,82,2025-03-21 10:26:00,repeat_transaction,11.72
353,83,2025-01-15 05:49:00,signup,
354,83,2025-01-16 09:49:00,verification_completed,
355,83,2025-01-16 16:49:00,kyc_submitted,
356,84,2025-03-16 20:53:00,signup,
357,84,2025-03-16 23:53:00,verification_completed,
358,85,2025-02-26 14:17:00,signup,
359,85,2025-02-27 10:17:00,verification_completed,
360,85,2025-02-27 19:17:00,kyc_submitted,
361,85,2025-03-02 01:17:00,kyc_approved,
362,85,2025-03-04 03:17:00,first_deposit,48.07
363,86,2025-03-05 23:45:00,signup,
364,86,2025-03-06 01:45:00,verification_completed,
365,87,2025-01-09 18:48:00,signup,
366,87,2025-01-10 17:48:00,verification_completed,
367,87,2025-01-12 10:48:00,kyc_submitted,
368,88,2025-01-29 10:29:00,signup,
369,88,2025-01-30 03:29:00,verification_completed,
370,88,2025-01-30 13:29:00,kyc_submitted,
371,89,2025-03-11 12:43:00,signup,
372,89,2025-03-11 20:43:00,verification_completed,
373,89,2025-03-11 22:43:00,kyc_submitted,
374,90,2025-03-16 01:28:00,signup,
375,90,2025-03-16 18:28:00,verification_completed,
376,90,2025-03-21 12:28:00,first_deposit,14.32
377,90,2025-03-25 06:28:00,first_transaction,58.99
378,90,2025-03-26 06:28:00,repeat_transaction,19.6
379,91,2025-02-09 11:42:00,signup,
380,92,2025-03-14 15:40:00,signup,
381,92,2025-03-15 12:40:00,verification_completed,
382,92,2025-03-17 17:40:00,kyc_submitted,
383,92,2025-03-18 15:40:00,kyc_approved,
384,93,2025-03-17 21:31:00,signup,
385,93,2025-03-17 22:31:00,verification_completed,
386,93,2025-03-19 14:31:00,kyc_submitted,
387,93,2025-03-22 10:31:00,kyc_approved,
388,94,2025-02-04 05:44:00,signup,
389,94,2025-02-05 04:44:00,verification_completed,
390,94,2025-02-05 20:44:00,kyc_submitted,
391,94,2025-02-07 12:44:00,kyc_approved,
392,94,2025-02-08 08:44:00,first_deposit,24.41
393,94,2025-02-08 21:44:00,first_transaction,36.56
396,94,2025-02-18 21:44:00,repeat_transaction,15.32
394,94,2025-02-20 21:44:00,repeat_transaction,5.36
395,94,2025-02-21 21:44:00,repeat_transaction,7.83
397,95,2025-03-22 02:58:00,signup,
398,95,2025-03-22 03:58:00,verification_completed,
399,96,2025-01-26 21:13:00,signup,
400,96,2025-01-27 04:13:00,verification_completed,
401,96,2025-01-28 15:13:00,first_deposit,31.9
402,96,2025-01-29 11:13:00,first_transaction,31.28
403,96,2025-02-15 11:13:00,repeat_transaction,8.93
404,96,2025-02-16 11:13:00,repeat_transaction,14.56
405,97,2025-01-22 12:34:00,signup,
406,97,2025-01-23 13:34:00,verification_completed,
407,97,2025-01-23 18:34:00,kyc_submitted,
408,98,2025-03-03 21:37:00,signup,
409,98,2025-03-04 05:37:00,verification_completed,
410,98,2025-03-06 17:37:00,kyc_submitted,
411,98,2025-03-09 07:37:00,kyc_approved,
412,98,2025-03-13 15:37:00,first_deposit,30.31
413,98,2025-03-16 19:37:00,first_transaction,15.03
414,99,2025-02-27 08:31:00,signup,
415,99,2025-02-28 03:31:00,verification_completed,
416,100,2025-01-13 03:23:00,signup,
417,100,2025-01-14 05:23:00,verification_completed,
418,100,2025-01-16 06:23:00,kyc_submitted,
419,100,2025-01-19 04:23:00,kyc_approved,
420,100,2025-01-19 08:23:00,first_deposit,19.88
421,100,2025-01-19 19:23:00,first_transaction,10.44
424,100,2025-01-31 19:23:00,repeat_transaction,10.32
422,100,2025-02-02 19:23:00,repeat_transaction,29.87
425,100,2025-02-04 19:23:00,repeat_transaction,4.09
423,100,2025-02-15 19:23:00,repeat_transaction,18.71
426,101,2025-03-16 14:44:00,signup,
427,102,2025-01-18 15:18:00,signup,
428,102,2025-01-18 23:18:00,verification_completed,
429,102,2025-01-21 16:18:00,kyc_submitted,
430,102,2025-01-22 23:18:00,kyc_approved,
431,103,2025-03-14 12:53:00,signup,
432,103,2025-03-15 03:53:00,verification_completed,
433,104,2025-01-01 15:35:00,signup,
434,104,2025-01-02 17:35:00,verification_completed,
435,105,2025-03-13 21:07:00,signup,
436,105,2025-03-14 01:07:00,verification_completed,
437,105,2025-03-16 21:07:00,kyc_submitted,
438,105,2025-03-20 12:07:00,kyc_approved,
439,106,2025-03-12 16:05:00,signup,
440,106,2025-03-13 12:05:00,verification_completed,
441,107,2025-03-12 14:44:00,signup,
442,107,2025-03-13 07:44:00,verification_completed,
443,107,2025-03-15 23:44:00,kyc_submitted,
444,107,2025-03-18 17:44:00,kyc_approved,
445,107,2025-03-23 05:44:00,first_deposit,100.63
446,107,2025-03-24 01:44:00,first_transaction,32.82
447,107,2025-04-27 01:44:00,repeat_transaction,15.55
448,107,2025-04-27 01:44:00,repeat_transaction,21.04
449,108,2025-03-01 03:10:00,signup,
450,108,2025-03-02 14:10:00,verification_completed,
451,108,2025-03-05 12:10:00,kyc_submitted,
452,108,2025-03-07 07:10:00,kyc_approved,
453,109,2025-02-12 10:25:00,signup,
454,109,2025-02-13 10:25:00,verification_completed,
455,109,2025-02-14 00:25:00,kyc_submitted,
456,110,2025-03-05 21:20:00,signup,
457,110,2025-03-07 05:20:00,verification_completed,
458,110,2025-03-07 09:20:00,kyc_submitted,
459,110,2025-03-09 19:20:00,kyc_approved,
460,110,2025-03-11 16:20:00,first_deposit,54.12
461,111,2025-01-25 18:33:00,signup,
462,111,2025-01-25 22:33:00,verification_completed,
463,111,2025-01-28 03:33:00,kyc_submitted,
464,111,2025-01-30 01:33:00,kyc_approved,
465,111,2025-02-01 07:33:00,first_deposit,74.21
466,112,2025-03-12 03:42:00,signup,
467,113,2025-02-20 06:31:00,signup,
468,114,2025-02-11 04:14:00,signup,
469,114,2025-02-12 10:14:00,verification_completed,
470,114,2025-02-13 22:14:00,kyc_submitted,
471,114,2025-02-14 21:14:00,kyc_approved,
472,114,2025-02-17 19:14:00,first_deposit,86.95
473,114,2025-02-19 21:14:00,first_transaction,12.88
474,114,2025-03-20 21:14:00,repeat_transaction,12.04
475,115,2025-02-15 04:04:00,signup,
476,115,2025-02-15 17:04:00,verification_completed,
477,115,2025-02-18 14:04:00,kyc_submitted,
478,115,2025-02-21 06:04:00,kyc_approved,
479,116,2025-02-21 00:48:00,signup,
480,117,2025-01-04 16:44:00,signup,
481,118,2025-01-13 22:06:00,signup,
482,118,2025-01-14 01:06:00,verification_completed,
483,119,2025-01-23 22:07:00,signup,
484,119,2025-01-24 08:07:00,verification_completed,
485,120,2025-01-11 09:14:00,signup,
486,120,2025-01-12 14:14:00,verification_completed,
487,120,2025-01-14 22:14:00,kyc_submitted,
488,120,2025-01-17 23:14:00,kyc_approved,
489,121,2025-02-09 08:29:00,signup,
490,121,2025-02-09 20:29:00,verification_completed,
491,121,2025-02-12 18:29:00,kyc_submitted,
492,121,2025-02-14 16:29:00,kyc_approved,
493,121,2025-02-16 06:29:00,first_deposit,14.53
494,122,2025-03-02 18:52:00,signup,
495,123,2025-02-28 20:12:00,signup,
496,123,2025-03-01 08:12:00,verification_completed,
497,123,2025-03-02 04:12:00,kyc_submitted,
498,123,2025-03-02 15:12:00,kyc_approved,
499,123,2025-03-06 13:12:00,first_deposit,123.06
500,123,2025-03-07 10:12:00,first_transaction,13.37
501,123,2025-03-16 10:12:00,repeat_transaction,10.28
502,123,2025-04-04 10:12:00,repeat_transaction,85.44
503,124,2025-02-12 22:16:00,signup,
504,124,2025-02-14 04:16:00,verification_completed,
505,124,2025-02-16 18:16:00,kyc_submitted,
506,125,2025-03-18 13:16:00,signup,
507,125,2025-03-19 23:16:00,verification_completed,
508,126,2025-02-20 03:47:00,signup,
509,126,2025-02-21 10:47:00,verification_completed,
510,126,2025-02-24 06:47:00,kyc_submitted,
511,126,2025-02-26 17:47:00,kyc_approved,
512,126,2025-02-27 08:47:00,first_deposit,17.25
513,126,2025-03-01 15:47:00,first_transaction,19.84
514,126,2025-03-19 15:47:00,repeat_transaction,14.36
515,126,2025-03-22 15:47:00,repeat_transaction,18.99
516,127,2025-01-08 03:39:00,signup,
517,127,2025-01-08 21:39:00,verification_completed,
518,127,2025-01-10 07:39:00,kyc_submitted,
519,127,2025-01-13 04:39:00,kyc_approved,
520,127,2025-01-13 06:39:00,first_deposit,35.36
521,128,2025-03-10 04:48:00,signup,
522,128,2025-03-11 03:48:00,verification_completed,
523,128,2025-03-13 01:48:00,kyc_submitted,
524,129,2025-02-21 13:56:00,signup,
525,129,2025-02-22 12:56:00,verification_completed,
526,130,2025-02-27 14:03:00,signup,
527,130,2025-02-27 17:03:00,verification_completed,
528,130,2025-02-28 20:03:00,kyc_submitted,
529,131,2025-02-20 05:16:00,signup,
530,131,2025-02-21 11:16:00,verification_completed,
531,131,2025-02-23 05:16:00,kyc_submitted,
532,131,2025-02-23 16:16:00,kyc_approved,
533,132,2025-02-19 12:23:00,signup,
534,132,2025-02-19 21:23:00,verification_completed,
535,132,2025-02-21 20:23:00,kyc_submitted,
536,132,2025-02-25 18:23:00,kyc_approved,
537,133,2025-01-09 22:16:00,signup,
538,133,2025-01-10 16:16:00,verification_completed,
539,133,2025-01-13 02:16:00,first_deposit,18.24
540,134,2025-02-20 19:39:00,signup,
541,134,2025-02-20 21:39:00,verification_completed,
542,135,2025-03-13 01:29:00,signup,
543,136,2025-01-28 18:55:00,signup,
544,136,2025-01-29 06:55:00,verification_completed,
545,137,2025-02-24 18:44:00,signup,
546,137,2025-02-25 17:44:00,verification_completed,
547,137,2025-02-25 18:44:00,kyc_submitted,
548,137,2025-02-26 04:44:00,kyc_approved,
549,138,2025-01-03 11:11:00,signup,
550,138,2025-01-04 14:11:00,verification_completed,
551,138,2025-01-07 08:11:00,kyc_submitted,
552,138,2025-01-09 07:11:00,kyc_approved,
553,138,2025-01-09 18:11:00,first_deposit,5.21
554,138,2025-01-12 08:11:00,first_transaction,20.84
555,138,2025-02-06 08:11:00,repeat_transaction,7.6
556,139,2025-02-01 04:05:00,signup,
557,139,2025-02-02 05:05:00,verification_completed,
558,139,2025-02-02 12:05:00,kyc_submitted,
559,139,2025-02-04 21:05:00,kyc_approved,
560,140,2025-02-09 12:30:00,signup,
561,140,2025-02-09 16:30:00,verification_completed,
562,140,2025-02-09 18:30:00,kyc_submitted,
563,140,2025-02-10 05:30:00,kyc_approved,
